timestamp,usage,client_id
2014-01-01 19:00:00,13062,COMED
2014-01-01 19:00:00,12381,DOM
2014-01-01 19:00:00,8626,FE
2014-01-01 20:00:00,13015,COMED
2014-01-01 20:00:00,12456,DOM
2014-01-01 20:00:00,8558,FE
2014-01-01 21:00:00,12831,COMED
2014-01-01 21:00:00,12325,DOM
2014-01-01 21:00:00,8412,FE
2014-01-01 22:00:00,12598,COMED
2014-01-01 22:00:00,11949,DOM
2014-01-01 22:00:00,8220,FE
2014-01-01 23:00:00,12231,COMED
2014-01-01 23:00:00,11429,DOM
2014-01-01 23:00:00,7876,FE
2014-01-02 00:00:00,11605,COMED
2014-01-02 00:00:00,10828,DOM
2014-01-02 00:00:00,7460,FE
2014-01-02 01:00:00,11004,COMED
2014-01-02 01:00:00,10478,DOM
2014-01-02 01:00:00,7235,FE
2014-01-02 02:00:00,10568,COMED
2014-01-02 02:00:00,10328,DOM
2014-01-02 02:00:00,7017,FE
2014-01-02 03:00:00,10345,COMED
2014-01-02 03:00:00,10330,DOM
2014-01-02 03:00:00,6946,FE
2014-01-02 04:00:00,10215,COMED
2014-01-02 04:00:00,10491,DOM
2014-01-02 04:00:00,6949,FE
2014-01-02 05:00:00,10255,COMED
2014-01-02 05:00:00,10885,DOM
2014-01-02 05:00:00,7187,FE
2014-01-02 06:00:00,10509,COMED
2014-01-02 06:00:00,11656,DOM
2014-01-02 06:00:00,7592,FE
2014-01-02 07:00:00,11167,COMED
2014-01-02 07:00:00,12632,DOM
2014-01-02 07:00:00,8264,FE
2014-01-02 08:00:00,12153,COMED
2014-01-02 08:00:00,13284,DOM
2014-01-02 08:00:00,8900,FE
2014-01-02 09:00:00,12777,COMED
2014-01-02 09:00:00,13315,DOM
2014-01-02 09:00:00,9064,FE
2014-01-02 10:00:00,13008,COMED
2014-01-02 10:00:00,13246,DOM
2014-01-02 10:00:00,9252,FE
2014-01-02 11:00:00,13292,COMED
2014-01-02 11:00:00,13129,DOM
2014-01-02 11:00:00,9408,FE
2014-01-02 12:00:00,13462,COMED
2014-01-02 12:00:00,12771,DOM
2014-01-02 12:00:00,9501,FE
2014-01-02 13:00:00,13492,COMED
2014-01-02 13:00:00,12435,DOM
2014-01-02 13:00:00,9509,FE
2014-01-02 14:00:00,13473,COMED
2014-01-02 14:00:00,12320,DOM
2014-01-02 14:00:00,9565,FE
2014-01-02 15:00:00,13474,COMED
2014-01-02 15:00:00,12235,DOM
2014-01-02 15:00:00,9543,FE
2014-01-02 16:00:00,13365,COMED
2014-01-02 16:00:00,12388,DOM
2014-01-02 16:00:00,9421,FE
2014-01-02 17:00:00,13276,COMED
2014-01-02 17:00:00,12833,DOM
2014-01-02 17:00:00,9554,FE
2014-01-02 18:00:00,13856,COMED
2014-01-02 18:00:00,13627,DOM
2014-01-02 18:00:00,10142,FE
2014-01-02 19:00:00,14744,COMED
2014-01-02 19:00:00,13658,DOM
2014-01-02 19:00:00,10331,FE
2014-01-02 20:00:00,14715,COMED
2014-01-02 20:00:00,13464,DOM
2014-01-02 20:00:00,10247,FE
2014-01-02 21:00:00,14567,COMED
2014-01-02 21:00:00,13161,DOM
2014-01-02 21:00:00,10123,FE
2014-01-02 22:00:00,14306,COMED
2014-01-02 22:00:00,12586,DOM
2014-01-02 22:00:00,9752,FE
2014-01-02 23:00:00,13830,COMED
2014-01-02 23:00:00,11865,DOM
2014-01-02 23:00:00,9330,FE
2014-01-03 00:00:00,13079,COMED
2014-01-03 00:00:00,11311,DOM
2014-01-03 00:00:00,8840,FE
2014-01-03 01:00:00,12353,COMED
2014-01-03 01:00:00,10896,DOM
2014-01-03 01:00:00,8520,FE
2014-01-03 02:00:00,11868,COMED
2014-01-03 02:00:00,10958,DOM
2014-01-03 02:00:00,8232,FE
2014-01-03 03:00:00,11606,COMED
2014-01-03 03:00:00,11134,DOM
2014-01-03 03:00:00,8229,FE
2014-01-03 04:00:00,11458,COMED
2014-01-03 04:00:00,11580,DOM
2014-01-03 04:00:00,8219,FE
2014-01-03 05:00:00,11468,COMED
2014-01-03 05:00:00,12375,DOM
2014-01-03 05:00:00,8354,FE
2014-01-03 06:00:00,11694,COMED
2014-01-03 06:00:00,13595,DOM
2014-01-03 06:00:00,8598,FE
2014-01-03 07:00:00,12267,COMED
2014-01-03 07:00:00,14965,DOM
2014-01-03 07:00:00,9175,FE
2014-01-03 08:00:00,13126,COMED
2014-01-03 08:00:00,15924,DOM
2014-01-03 08:00:00,9669,FE
2014-01-03 09:00:00,13567,COMED
2014-01-03 09:00:00,16064,DOM
2014-01-03 09:00:00,9758,FE
2014-01-03 10:00:00,13710,COMED
2014-01-03 10:00:00,15910,DOM
2014-01-03 10:00:00,9880,FE
2014-01-03 11:00:00,13775,COMED
2014-01-03 11:00:00,15653,DOM
2014-01-03 11:00:00,9936,FE
2014-01-03 12:00:00,13897,COMED
2014-01-03 12:00:00,15311,DOM
2014-01-03 12:00:00,9788,FE
2014-01-03 13:00:00,13946,COMED
2014-01-03 13:00:00,14931,DOM
2014-01-03 13:00:00,9658,FE
2014-01-03 14:00:00,13979,COMED
2014-01-03 14:00:00,14492,DOM
2014-01-03 14:00:00,9578,FE
2014-01-03 15:00:00,13971,COMED
2014-01-03 15:00:00,14214,DOM
2014-01-03 15:00:00,9445,FE
2014-01-03 16:00:00,13893,COMED
2014-01-03 16:00:00,14136,DOM
2014-01-03 16:00:00,9272,FE
2014-01-03 17:00:00,13940,COMED
2014-01-03 17:00:00,14630,DOM
2014-01-03 17:00:00,9274,FE
2014-01-03 18:00:00,14385,COMED
2014-01-03 18:00:00,15969,DOM
2014-01-03 18:00:00,9858,FE
2014-01-03 19:00:00,15100,COMED
2014-01-03 19:00:00,16307,DOM
2014-01-03 19:00:00,10211,FE
2014-01-03 20:00:00,14998,COMED
2014-01-03 20:00:00,16223,DOM
2014-01-03 20:00:00,10110,FE
2014-01-03 21:00:00,14784,COMED
2014-01-03 21:00:00,16219,DOM
2014-01-03 21:00:00,10008,FE
2014-01-03 22:00:00,14456,COMED
2014-01-03 22:00:00,15846,DOM
2014-01-03 22:00:00,9733,FE
2014-01-03 23:00:00,14023,COMED
2014-01-03 23:00:00,15446,DOM
2014-01-03 23:00:00,9296,FE
2014-01-04 00:00:00,13297,COMED
2014-01-04 00:00:00,14959,DOM
2014-01-04 00:00:00,8794,FE
2014-01-04 01:00:00,12566,COMED
2014-01-04 01:00:00,14693,DOM
2014-01-04 01:00:00,8456,FE
2014-01-04 02:00:00,11995,COMED
2014-01-04 02:00:00,14573,DOM
2014-01-04 02:00:00,8218,FE
2014-01-04 03:00:00,11593,COMED
2014-01-04 03:00:00,14645,DOM
2014-01-04 03:00:00,8070,FE
2014-01-04 04:00:00,11340,COMED
2014-01-04 04:00:00,14874,DOM
2014-01-04 04:00:00,7989,FE
2014-01-04 05:00:00,11163,COMED
2014-01-04 05:00:00,14960,DOM
2014-01-04 05:00:00,8039,FE
2014-01-04 06:00:00,11209,COMED
2014-01-04 06:00:00,15362,DOM
2014-01-04 06:00:00,8174,FE
2014-01-04 07:00:00,11339,COMED
2014-01-04 07:00:00,15811,DOM
2014-01-04 07:00:00,8389,FE
2014-01-04 08:00:00,11701,COMED
2014-01-04 08:00:00,16121,DOM
2014-01-04 08:00:00,8618,FE
2014-01-04 09:00:00,11826,COMED
2014-01-04 09:00:00,16118,DOM
2014-01-04 09:00:00,8681,FE
2014-01-04 10:00:00,12025,COMED
2014-01-04 10:00:00,15240,DOM
2014-01-04 10:00:00,8820,FE
2014-01-04 11:00:00,12197,COMED
2014-01-04 11:00:00,14512,DOM
2014-01-04 11:00:00,8792,FE
2014-01-04 12:00:00,12430,COMED
2014-01-04 12:00:00,13782,DOM
2014-01-04 12:00:00,8660,FE
2014-01-04 13:00:00,12444,COMED
2014-01-04 13:00:00,13065,DOM
2014-01-04 13:00:00,8504,FE
2014-01-04 14:00:00,12365,COMED
2014-01-04 14:00:00,12442,DOM
2014-01-04 14:00:00,8375,FE
2014-01-04 15:00:00,12157,COMED
2014-01-04 15:00:00,12148,DOM
2014-01-04 15:00:00,8197,FE
2014-01-04 16:00:00,12084,COMED
2014-01-04 16:00:00,12005,DOM
2014-01-04 16:00:00,8056,FE
2014-01-04 17:00:00,12092,COMED
2014-01-04 17:00:00,12485,DOM
2014-01-04 17:00:00,8194,FE
2014-01-04 18:00:00,12759,COMED
2014-01-04 18:00:00,13694,DOM
2014-01-04 18:00:00,8783,FE
2014-01-04 19:00:00,13288,COMED
2014-01-04 19:00:00,14047,DOM
2014-01-04 19:00:00,8931,FE
2014-01-04 20:00:00,13245,COMED
2014-01-04 20:00:00,13950,DOM
2014-01-04 20:00:00,8859,FE
2014-01-04 21:00:00,13097,COMED
2014-01-04 21:00:00,13771,DOM
2014-01-04 21:00:00,8749,FE
2014-01-04 22:00:00,12890,COMED
2014-01-04 22:00:00,13393,DOM
2014-01-04 22:00:00,8491,FE
2014-01-04 23:00:00,12493,COMED
2014-01-04 23:00:00,12795,DOM
2014-01-04 23:00:00,8098,FE
2014-01-05 00:00:00,11940,COMED
2014-01-05 00:00:00,12102,DOM
2014-01-05 00:00:00,7699,FE
2014-01-05 01:00:00,11272,COMED
2014-01-05 01:00:00,11565,DOM
2014-01-05 01:00:00,7317,FE
2014-01-05 02:00:00,10835,COMED
2014-01-05 02:00:00,11143,DOM
2014-01-05 02:00:00,7053,FE
2014-01-05 03:00:00,10509,COMED
2014-01-05 03:00:00,10929,DOM
2014-01-05 03:00:00,6920,FE
2014-01-05 04:00:00,10379,COMED
2014-01-05 04:00:00,10821,DOM
2014-01-05 04:00:00,6891,FE
2014-01-05 05:00:00,10308,COMED
2014-01-05 05:00:00,10813,DOM
2014-01-05 05:00:00,6854,FE
2014-01-05 06:00:00,10337,COMED
2014-01-05 06:00:00,10970,DOM
2014-01-05 06:00:00,6927,FE
2014-01-05 07:00:00,10496,COMED
2014-01-05 07:00:00,11297,DOM
2014-01-05 07:00:00,7110,FE
2014-01-05 08:00:00,10770,COMED
2014-01-05 08:00:00,11702,DOM
2014-01-05 08:00:00,7312,FE
2014-01-05 09:00:00,10930,COMED
2014-01-05 09:00:00,12053,DOM
2014-01-05 09:00:00,7458,FE
2014-01-05 10:00:00,11213,COMED
2014-01-05 10:00:00,12280,DOM
2014-01-05 10:00:00,7616,FE
2014-01-05 11:00:00,11559,COMED
2014-01-05 11:00:00,12202,DOM
2014-01-05 11:00:00,7710,FE
2014-01-05 12:00:00,11822,COMED
2014-01-05 12:00:00,11994,DOM
2014-01-05 12:00:00,7769,FE
2014-01-05 13:00:00,12053,COMED
2014-01-05 13:00:00,11850,DOM
2014-01-05 13:00:00,7841,FE
2014-01-05 14:00:00,12191,COMED
2014-01-05 14:00:00,11655,DOM
2014-01-05 14:00:00,7883,FE
2014-01-05 15:00:00,12303,COMED
2014-01-05 15:00:00,11465,DOM
2014-01-05 15:00:00,7938,FE
2014-01-05 16:00:00,12403,COMED
2014-01-05 16:00:00,11317,DOM
2014-01-05 16:00:00,7898,FE
2014-01-05 17:00:00,12592,COMED
2014-01-05 17:00:00,11667,DOM
2014-01-05 17:00:00,8158,FE
2014-01-05 18:00:00,13366,COMED
2014-01-05 18:00:00,12447,DOM
2014-01-05 18:00:00,8676,FE
2014-01-05 19:00:00,14250,COMED
2014-01-05 19:00:00,12462,DOM
2014-01-05 19:00:00,8835,FE
2014-01-05 20:00:00,14253,COMED
2014-01-05 20:00:00,12264,DOM
2014-01-05 20:00:00,8650,FE
2014-01-05 21:00:00,14200,COMED
2014-01-05 21:00:00,11912,DOM
2014-01-05 21:00:00,8464,FE
2014-01-05 22:00:00,13959,COMED
2014-01-05 22:00:00,11281,DOM
2014-01-05 22:00:00,8218,FE
2014-01-05 23:00:00,13678,COMED
2014-01-05 23:00:00,10467,DOM
2014-01-05 23:00:00,7845,FE
2014-01-06 00:00:00,13174,COMED
2014-01-06 00:00:00,9741,DOM
2014-01-06 00:00:00,7503,FE
2014-01-06 01:00:00,12633,COMED
2014-01-06 01:00:00,9215,DOM
2014-01-06 01:00:00,7282,FE
2014-01-06 02:00:00,12324,COMED
2014-01-06 02:00:00,8863,DOM
2014-01-06 02:00:00,7222,FE
2014-01-06 03:00:00,12127,COMED
2014-01-06 03:00:00,8654,DOM
2014-01-06 03:00:00,7152,FE
2014-01-06 04:00:00,12205,COMED
2014-01-06 04:00:00,8639,DOM
2014-01-06 04:00:00,7288,FE
2014-01-06 05:00:00,12165,COMED
2014-01-06 05:00:00,8926,DOM
2014-01-06 05:00:00,7490,FE
2014-01-06 06:00:00,12370,COMED
2014-01-06 06:00:00,9671,DOM
2014-01-06 06:00:00,7947,FE
2014-01-06 07:00:00,12893,COMED
2014-01-06 07:00:00,10803,DOM
2014-01-06 07:00:00,8640,FE
2014-01-06 08:00:00,13744,COMED
2014-01-06 08:00:00,11375,DOM
2014-01-06 08:00:00,9183,FE
2014-01-06 09:00:00,14177,COMED
2014-01-06 09:00:00,11304,DOM
2014-01-06 09:00:00,9380,FE
2014-01-06 10:00:00,14446,COMED
2014-01-06 10:00:00,11409,DOM
2014-01-06 10:00:00,9603,FE
2014-01-06 11:00:00,14598,COMED
2014-01-06 11:00:00,11593,DOM
2014-01-06 11:00:00,9832,FE
2014-01-06 12:00:00,14861,COMED
2014-01-06 12:00:00,11703,DOM
2014-01-06 12:00:00,9919,FE
2014-01-06 13:00:00,14961,COMED
2014-01-06 13:00:00,11665,DOM
2014-01-06 13:00:00,10056,FE
2014-01-06 14:00:00,14971,COMED
2014-01-06 14:00:00,11667,DOM
2014-01-06 14:00:00,10108,FE
2014-01-06 15:00:00,14956,COMED
2014-01-06 15:00:00,11669,DOM
2014-01-06 15:00:00,10107,FE
2014-01-06 16:00:00,15006,COMED
2014-01-06 16:00:00,11820,DOM
2014-01-06 16:00:00,10116,FE
2014-01-06 17:00:00,15059,COMED
2014-01-06 17:00:00,12465,DOM
2014-01-06 17:00:00,10313,FE
2014-01-06 18:00:00,15613,COMED
2014-01-06 18:00:00,13950,DOM
2014-01-06 18:00:00,11015,FE
2014-01-06 19:00:00,16514,COMED
2014-01-06 19:00:00,14718,DOM
2014-01-06 19:00:00,11351,FE
2014-01-06 20:00:00,16427,COMED
2014-01-06 20:00:00,15204,DOM
2014-01-06 20:00:00,11193,FE
2014-01-06 21:00:00,16143,COMED
2014-01-06 21:00:00,15464,DOM
2014-01-06 21:00:00,11073,FE
2014-01-06 22:00:00,15839,COMED
2014-01-06 22:00:00,15638,DOM
2014-01-06 22:00:00,10722,FE
2014-01-06 23:00:00,15335,COMED
2014-01-06 23:00:00,15619,DOM
2014-01-06 23:00:00,10352,FE
2014-01-07 00:00:00,14589,COMED
2014-01-07 00:00:00,15420,DOM
2014-01-07 00:00:00,9713,FE
2014-01-07 01:00:00,13829,COMED
2014-01-07 01:00:00,15548,DOM
2014-01-07 01:00:00,9673,FE
2014-01-07 02:00:00,13349,COMED
2014-01-07 02:00:00,15848,DOM
2014-01-07 02:00:00,9484,FE
2014-01-07 03:00:00,13034,COMED
2014-01-07 03:00:00,16231,DOM
2014-01-07 03:00:00,9329,FE
2014-01-07 04:00:00,12892,COMED
2014-01-07 04:00:00,16654,DOM
2014-01-07 04:00:00,9275,FE
2014-01-07 05:00:00,12866,COMED
2014-01-07 05:00:00,17285,DOM
2014-01-07 05:00:00,9409,FE
2014-01-07 06:00:00,13023,COMED
2014-01-07 06:00:00,18209,DOM
2014-01-07 06:00:00,9558,FE
2014-01-07 07:00:00,13513,COMED
2014-01-07 07:00:00,19234,DOM
2014-01-07 07:00:00,10003,FE
2014-01-07 08:00:00,14255,COMED
2014-01-07 08:00:00,19730,DOM
2014-01-07 08:00:00,10294,FE
2014-01-07 09:00:00,14604,COMED
2014-01-07 09:00:00,19377,DOM
2014-01-07 09:00:00,10397,FE
2014-01-07 10:00:00,14785,COMED
2014-01-07 10:00:00,18701,DOM
2014-01-07 10:00:00,10475,FE
2014-01-07 11:00:00,14990,COMED
2014-01-07 11:00:00,18197,DOM
2014-01-07 11:00:00,10732,FE
2014-01-07 12:00:00,15226,COMED
2014-01-07 12:00:00,17584,DOM
2014-01-07 12:00:00,10779,FE
2014-01-07 13:00:00,15276,COMED
2014-01-07 13:00:00,17121,DOM
2014-01-07 13:00:00,10796,FE
2014-01-07 14:00:00,15218,COMED
2014-01-07 14:00:00,16593,DOM
2014-01-07 14:00:00,10760,FE
2014-01-07 15:00:00,15180,COMED
2014-01-07 15:00:00,16141,DOM
2014-01-07 15:00:00,10632,FE
2014-01-07 16:00:00,14974,COMED
2014-01-07 16:00:00,16013,DOM
2014-01-07 16:00:00,10495,FE
2014-01-07 17:00:00,14831,COMED
2014-01-07 17:00:00,16513,DOM
2014-01-07 17:00:00,10459,FE
2014-01-07 18:00:00,15284,COMED
2014-01-07 18:00:00,17800,DOM
2014-01-07 18:00:00,10862,FE
2014-01-07 19:00:00,16099,COMED
2014-01-07 19:00:00,18354,DOM
2014-01-07 19:00:00,11092,FE
2014-01-07 20:00:00,16047,COMED
2014-01-07 20:00:00,18496,DOM
2014-01-07 20:00:00,11059,FE
2014-01-07 21:00:00,15830,COMED
2014-01-07 21:00:00,18400,DOM
2014-01-07 21:00:00,10932,FE
2014-01-07 22:00:00,15529,COMED
2014-01-07 22:00:00,17981,DOM
2014-01-07 22:00:00,10513,FE
2014-01-07 23:00:00,14826,COMED
2014-01-07 23:00:00,17196,DOM
2014-01-07 23:00:00,10030,FE
2014-01-08 00:00:00,13950,COMED
2014-01-08 00:00:00,16586,DOM
2014-01-08 00:00:00,9522,FE
2014-01-08 01:00:00,13204,COMED
2014-01-08 01:00:00,16290,DOM
2014-01-08 01:00:00,9216,FE
2014-01-08 02:00:00,12723,COMED
2014-01-08 02:00:00,16251,DOM
2014-01-08 02:00:00,9016,FE
2014-01-08 03:00:00,12467,COMED
2014-01-08 03:00:00,16310,DOM
2014-01-08 03:00:00,8954,FE
2014-01-08 04:00:00,12289,COMED
2014-01-08 04:00:00,16487,DOM
2014-01-08 04:00:00,8838,FE
2014-01-08 05:00:00,12269,COMED
2014-01-08 05:00:00,16924,DOM
2014-01-08 05:00:00,8932,FE
2014-01-08 06:00:00,12469,COMED
2014-01-08 06:00:00,17679,DOM
2014-01-08 06:00:00,9271,FE
2014-01-08 07:00:00,13040,COMED
2014-01-08 07:00:00,18693,DOM
2014-01-08 07:00:00,9666,FE
2014-01-08 08:00:00,14088,COMED
2014-01-08 08:00:00,19122,DOM
2014-01-08 08:00:00,10074,FE
2014-01-08 09:00:00,14580,COMED
2014-01-08 09:00:00,18473,DOM
2014-01-08 09:00:00,10148,FE
2014-01-08 10:00:00,14612,COMED
2014-01-08 10:00:00,17117,DOM
2014-01-08 10:00:00,10143,FE
2014-01-08 11:00:00,14599,COMED
2014-01-08 11:00:00,16014,DOM
2014-01-08 11:00:00,10342,FE
2014-01-08 12:00:00,14549,COMED
2014-01-08 12:00:00,15193,DOM
2014-01-08 12:00:00,10151,FE
2014-01-08 13:00:00,14377,COMED
2014-01-08 13:00:00,14545,DOM
2014-01-08 13:00:00,9997,FE
2014-01-08 14:00:00,14209,COMED
2014-01-08 14:00:00,13985,DOM
2014-01-08 14:00:00,9949,FE
2014-01-08 15:00:00,14092,COMED
2014-01-08 15:00:00,13555,DOM
2014-01-08 15:00:00,9839,FE
2014-01-08 16:00:00,14006,COMED
2014-01-08 16:00:00,13558,DOM
2014-01-08 16:00:00,9776,FE
2014-01-08 17:00:00,14028,COMED
2014-01-08 17:00:00,14069,DOM
2014-01-08 17:00:00,9849,FE
2014-01-08 18:00:00,14586,COMED
2014-01-08 18:00:00,15221,DOM
2014-01-08 18:00:00,10186,FE
2014-01-08 19:00:00,15356,COMED
2014-01-08 19:00:00,15696,DOM
2014-01-08 19:00:00,10318,FE
2014-01-08 20:00:00,15337,COMED
2014-01-08 20:00:00,15751,DOM
2014-01-08 20:00:00,10241,FE
2014-01-08 21:00:00,15199,COMED
2014-01-08 21:00:00,15620,DOM
2014-01-08 21:00:00,10094,FE
2014-01-08 22:00:00,14932,COMED
2014-01-08 22:00:00,15094,DOM
2014-01-08 22:00:00,9750,FE
2014-01-08 23:00:00,14439,COMED
2014-01-08 23:00:00,14244,DOM
2014-01-08 23:00:00,9250,FE
2014-01-09 00:00:00,13604,COMED
2014-01-09 00:00:00,13396,DOM
2014-01-09 00:00:00,8757,FE
2014-01-09 01:00:00,12871,COMED
2014-01-09 01:00:00,12964,DOM
2014-01-09 01:00:00,8476,FE
2014-01-09 02:00:00,12381,COMED
2014-01-09 02:00:00,12786,DOM
2014-01-09 02:00:00,8274,FE
2014-01-09 03:00:00,12158,COMED
2014-01-09 03:00:00,12713,DOM
2014-01-09 03:00:00,8119,FE
2014-01-09 04:00:00,11985,COMED
2014-01-09 04:00:00,12810,DOM
2014-01-09 04:00:00,8129,FE
2014-01-09 05:00:00,11981,COMED
2014-01-09 05:00:00,13193,DOM
2014-01-09 05:00:00,8256,FE
2014-01-09 06:00:00,12166,COMED
2014-01-09 06:00:00,14012,DOM
2014-01-09 06:00:00,8683,FE
2014-01-09 07:00:00,12812,COMED
2014-01-09 07:00:00,15282,DOM
2014-01-09 07:00:00,9356,FE
2014-01-09 08:00:00,13883,COMED
2014-01-09 08:00:00,15723,DOM
2014-01-09 08:00:00,9925,FE
2014-01-09 09:00:00,14373,COMED
2014-01-09 09:00:00,15189,DOM
2014-01-09 09:00:00,9944,FE
2014-01-09 10:00:00,14404,COMED
2014-01-09 10:00:00,14287,DOM
2014-01-09 10:00:00,9866,FE
2014-01-09 11:00:00,14407,COMED
2014-01-09 11:00:00,13496,DOM
2014-01-09 11:00:00,9763,FE
2014-01-09 12:00:00,14348,COMED
2014-01-09 12:00:00,12888,DOM
2014-01-09 12:00:00,9572,FE
2014-01-09 13:00:00,14245,COMED
2014-01-09 13:00:00,12288,DOM
2014-01-09 13:00:00,9350,FE
2014-01-09 14:00:00,14203,COMED
2014-01-09 14:00:00,11936,DOM
2014-01-09 14:00:00,9249,FE
2014-01-09 15:00:00,14218,COMED
2014-01-09 15:00:00,11806,DOM
2014-01-09 15:00:00,9122,FE
2014-01-09 16:00:00,14038,COMED
2014-01-09 16:00:00,11836,DOM
2014-01-09 16:00:00,9083,FE
2014-01-09 17:00:00,13985,COMED
2014-01-09 17:00:00,12303,DOM
2014-01-09 17:00:00,9264,FE
2014-01-09 18:00:00,14451,COMED
2014-01-09 18:00:00,13474,DOM
2014-01-09 18:00:00,9707,FE
2014-01-09 19:00:00,14945,COMED
2014-01-09 19:00:00,14060,DOM
2014-01-09 19:00:00,9865,FE
2014-01-09 20:00:00,14771,COMED
2014-01-09 20:00:00,14144,DOM
2014-01-09 20:00:00,9815,FE
2014-01-09 21:00:00,14604,COMED
2014-01-09 21:00:00,14069,DOM
2014-01-09 21:00:00,9614,FE
2014-01-09 22:00:00,14267,COMED
2014-01-09 22:00:00,13600,DOM
2014-01-09 22:00:00,9253,FE
2014-01-09 23:00:00,13612,COMED
2014-01-09 23:00:00,12818,DOM
2014-01-09 23:00:00,8745,FE
2014-01-10 00:00:00,12717,COMED
2014-01-10 00:00:00,12104,DOM
2014-01-10 00:00:00,8283,FE
2014-01-10 01:00:00,11881,COMED
2014-01-10 01:00:00,11614,DOM
2014-01-10 01:00:00,7876,FE
2014-01-10 02:00:00,11324,COMED
2014-01-10 02:00:00,11326,DOM
2014-01-10 02:00:00,7671,FE
2014-01-10 03:00:00,10994,COMED
2014-01-10 03:00:00,11257,DOM
2014-01-10 03:00:00,7605,FE
2014-01-10 04:00:00,10756,COMED
2014-01-10 04:00:00,11280,DOM
2014-01-10 04:00:00,7560,FE
2014-01-10 05:00:00,10678,COMED
2014-01-10 05:00:00,11483,DOM
2014-01-10 05:00:00,7686,FE
2014-01-10 06:00:00,10845,COMED
2014-01-10 06:00:00,12211,DOM
2014-01-10 06:00:00,8025,FE
2014-01-10 07:00:00,11457,COMED
2014-01-10 07:00:00,13370,DOM
2014-01-10 07:00:00,8672,FE
2014-01-10 08:00:00,12555,COMED
2014-01-10 08:00:00,13990,DOM
2014-01-10 08:00:00,9134,FE
2014-01-10 09:00:00,13142,COMED
2014-01-10 09:00:00,13811,DOM
2014-01-10 09:00:00,9110,FE
2014-01-10 10:00:00,13126,COMED
2014-01-10 10:00:00,13673,DOM
2014-01-10 10:00:00,9107,FE
2014-01-10 11:00:00,13174,COMED
2014-01-10 11:00:00,13430,DOM
2014-01-10 11:00:00,9149,FE
2014-01-10 12:00:00,13229,COMED
2014-01-10 12:00:00,13164,DOM
2014-01-10 12:00:00,9107,FE
2014-01-10 13:00:00,13206,COMED
2014-01-10 13:00:00,13005,DOM
2014-01-10 13:00:00,9015,FE
2014-01-10 14:00:00,13135,COMED
2014-01-10 14:00:00,12824,DOM
2014-01-10 14:00:00,8941,FE
2014-01-10 15:00:00,13178,COMED
2014-01-10 15:00:00,12740,DOM
2014-01-10 15:00:00,8824,FE
2014-01-10 16:00:00,13261,COMED
2014-01-10 16:00:00,12780,DOM
2014-01-10 16:00:00,8752,FE
2014-01-10 17:00:00,13243,COMED
2014-01-10 17:00:00,13000,DOM
2014-01-10 17:00:00,8829,FE
2014-01-10 18:00:00,13801,COMED
2014-01-10 18:00:00,13617,DOM
2014-01-10 18:00:00,9108,FE
2014-01-10 19:00:00,14075,COMED
2014-01-10 19:00:00,13489,DOM
2014-01-10 19:00:00,9192,FE
2014-01-10 20:00:00,13841,COMED
2014-01-10 20:00:00,13051,DOM
2014-01-10 20:00:00,9023,FE
2014-01-10 21:00:00,13525,COMED
2014-01-10 21:00:00,12650,DOM
